LA,14301,HH,M,2000-01-01T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2001-01-12T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2001-01-13T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2001-01-14T07:00:00+07:00,1.19,m     , O
LA,14301,HH,M,2001-01-15T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2001-01-16T07:00:00+07:00,1.16,m     , O
LA,14301,HH,M,2001-01-17T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2001-01-18T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-01-19T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-01-20T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-21T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-22T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-01-23T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-24T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-25T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-26T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2001-01-27T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2001-01-28T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-01-29T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-01-30T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2001-01-31T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2001-02-01T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2001-02-02T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2001-02-03T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2001-02-04T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2001-02-05T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2001-02-06T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2001-02-07T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-02-08T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2001-02-09T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2001-02-10T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2001-02-11T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2001-02-12T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2001-02-13T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2001-02-14T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-02-15T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-02-16T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-02-17T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-02-18T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2001-02-19T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2001-02-20T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2001-02-21T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2001-02-22T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2001-02-23T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2001-02-24T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2001-02-25T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2001-02-26T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2001-02-27T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2001-02-28T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2001-03-01T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-02T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-03T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-04T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-05T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-06T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2001-03-07T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-08T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-03-09T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2001-03-10T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-03-11T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2001-03-12T07:00:00+07:00,0.83,m     , O
LA,14301,HH,M,2001-03-13T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-03-14T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2001-03-15T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-03-16T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2001-03-17T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2001-03-18T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2001-03-19T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2001-03-20T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-03-21T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2001-03-22T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2001-03-23T07:00:00+07:00,0.99,m     , O
LA,14301,HH,M,2001-03-24T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2001-03-25T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2001-03-26T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2001-03-27T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2001-03-28T07:00:00+07:00,1.13,m     , O
LA,14301,HH,M,2001-03-29T07:00:00+07:00,1.19,m     , O
LA,14301,HH,M,2001-03-30T07:00:00+07:00,1.22,m     , O
LA,14301,HH,M,2001-03-31T07:00:00+07:00,1.22,m     , O
LA,14301,HH,M,2001-04-01T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2001-04-02T07:00:00+07:00,1.13,m     , O
LA,14301,HH,M,2001-04-03T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2001-04-04T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2001-04-05T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2001-04-06T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2001-04-07T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2001-04-08T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2001-04-09T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2001-04-10T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2001-04-11T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2001-04-12T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2001-04-13T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-14T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2001-04-15T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2001-04-16T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2001-04-17T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2001-04-18T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2001-04-19T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-20T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2001-04-21T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-04-22T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-04-23T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-04-24T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-25T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2001-04-26T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-27T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-04-28T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-29T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2001-04-30T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-05-01T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2001-05-02T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2001-05-03T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2001-05-04T07:00:00+07:00,0.83,m     , O
LA,14301,HH,M,2001-05-05T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2001-05-06T07:00:00+07:00,0.81,m     , O
LA,14301,HH,M,2001-05-07T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2001-05-08T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2001-05-09T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2001-05-10T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2001-05-11T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2001-05-12T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2001-05-13T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2001-05-14T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2001-05-15T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2001-05-16T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2001-05-17T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2001-05-18T07:00:00+07:00,1.24,m     , O
LA,14301,HH,M,2001-05-19T07:00:00+07:00,1.31,m     , O
LA,14301,HH,M,2001-05-20T07:00:00+07:00,1.33,m     , O
LA,14301,HH,M,2001-05-21T07:00:00+07:00,1.32,m     , O
LA,14301,HH,M,2001-05-22T07:00:00+07:00,1.36,m     , O
LA,14301,HH,M,2001-05-23T07:00:00+07:00,1.42,m     , O
LA,14301,HH,M,2001-05-24T07:00:00+07:00,1.5,m     , O
LA,14301,HH,M,2001-05-25T07:00:00+07:00,1.66,m     , O
LA,14301,HH,M,2001-05-26T07:00:00+07:00,1.81,m     , O
LA,14301,HH,M,2001-05-27T07:00:00+07:00,2.27,m     , O
LA,14301,HH,M,2001-05-28T07:00:00+07:00,2.49,m     , O
LA,14301,HH,M,2001-05-29T07:00:00+07:00,2.57,m     , O
LA,14301,HH,M,2001-05-30T07:00:00+07:00,2.63,m     , O
LA,14301,HH,M,2001-05-31T07:00:00+07:00,2.73,m     , O
LA,14301,HH,M,2001-06-01T07:00:00+07:00,2.89,m     , O
LA,14301,HH,M,2001-06-02T07:00:00+07:00,3.16,m     , O
LA,14301,HH,M,2001-06-03T07:00:00+07:00,3.35,m     , O
LA,14301,HH,M,2001-06-04T07:00:00+07:00,3.49,m     , O
LA,14301,HH,M,2001-06-05T07:00:00+07:00,3.48,m     , O
LA,14301,HH,M,2001-06-06T07:00:00+07:00,3.5,m     , O
LA,14301,HH,M,2001-06-07T07:00:00+07:00,3.63,m     , O
LA,14301,HH,M,2001-06-08T07:00:00+07:00,3.85,m     , O
LA,14301,HH,M,2001-06-09T07:00:00+07:00,4.12,m     , O
LA,14301,HH,M,2001-06-10T07:00:00+07:00,4.25,m     , O
LA,14301,HH,M,2001-06-11T07:00:00+07:00,4.43,m     , O
LA,14301,HH,M,2001-06-12T07:00:00+07:00,4.62,m     , O
LA,14301,HH,M,2001-06-13T07:00:00+07:00,4.74,m     , O
LA,14301,HH,M,2001-06-14T07:00:00+07:00,4.78,m     , O
LA,14301,HH,M,2001-06-15T07:00:00+07:00,4.81,m     , O
LA,14301,HH,M,2001-06-16T07:00:00+07:00,4.9,m     , O
LA,14301,HH,M,2001-06-17T07:00:00+07:00,4.94,m     , O
LA,14301,HH,M,2001-06-18T07:00:00+07:00,4.75,m     , O
LA,14301,HH,M,2001-06-19T07:00:00+07:00,4.48,m     , O
LA,14301,HH,M,2001-06-20T07:00:00+07:00,4.25,m     , O
LA,14301,HH,M,2001-06-21T07:00:00+07:00,4.06,m     , O
LA,14301,HH,M,2001-06-22T07:00:00+07:00,3.99,m     , O
LA,14301,HH,M,2001-06-23T07:00:00+07:00,3.98,m     , O
LA,14301,HH,M,2001-06-24T07:00:00+07:00,4.06,m     , O
LA,14301,HH,M,2001-06-25T07:00:00+07:00,4.29,m     , O
LA,14301,HH,M,2001-06-26T07:00:00+07:00,4.47,m     , O
LA,14301,HH,M,2001-06-27T07:00:00+07:00,4.52,m     , O
LA,14301,HH,M,2001-06-28T07:00:00+07:00,4.53,m     , O
LA,14301,HH,M,2001-06-29T07:00:00+07:00,4.59,m     , O
LA,14301,HH,M,2001-06-30T07:00:00+07:00,4.69,m     , O
LA,14301,HH,M,2001-07-01T07:00:00+07:00,4.95,m     , O
LA,14301,HH,M,2001-07-02T07:00:00+07:00,5.4,m     , O
LA,14301,HH,M,2001-07-03T07:00:00+07:00,5.65,m     , O
LA,14301,HH,M,2001-07-04T07:00:00+07:00,5.59,m     , O
LA,14301,HH,M,2001-07-05T07:00:00+07:00,5.56,m     , O
LA,14301,HH,M,2001-07-06T07:00:00+07:00,5.69,m     , O
LA,14301,HH,M,2001-07-07T07:00:00+07:00,6.06,m     , O
LA,14301,HH,M,2001-07-08T07:00:00+07:00,6.55,m     , O
LA,14301,HH,M,2001-07-09T07:00:00+07:00,7.02,m     , O
LA,14301,HH,M,2001-07-10T07:00:00+07:00,6.94,m     , O
LA,14301,HH,M,2001-07-11T07:00:00+07:00,6.81,m     , O
LA,14301,HH,M,2001-07-12T07:00:00+07:00,6.7,m     , O
LA,14301,HH,M,2001-07-13T07:00:00+07:00,6.55,m     , O
LA,14301,HH,M,2001-07-14T07:00:00+07:00,6.4,m     , O
LA,14301,HH,M,2001-07-15T07:00:00+07:00,6.24,m     , O
LA,14301,HH,M,2001-07-16T07:00:00+07:00,6.13,m     , O
LA,14301,HH,M,2001-07-17T07:00:00+07:00,6.1,m     , O
LA,14301,HH,M,2001-07-18T07:00:00+07:00,6.1,m     , O
LA,14301,HH,M,2001-07-19T07:00:00+07:00,6.1,m     , O
LA,14301,HH,M,2001-07-20T07:00:00+07:00,6.13,m     , O
LA,14301,HH,M,2001-07-21T07:00:00+07:00,6.34,m     , O
LA,14301,HH,M,2001-07-22T07:00:00+07:00,6.85,m     , O
LA,14301,HH,M,2001-07-23T07:00:00+07:00,7.09,m     , O
LA,14301,HH,M,2001-07-24T07:00:00+07:00,7.12,m     , O
LA,14301,HH,M,2001-07-25T07:00:00+07:00,7.07,m     , O
LA,14301,HH,M,2001-07-26T07:00:00+07:00,7.02,m     , O
LA,14301,HH,M,2001-07-27T07:00:00+07:00,6.98,m     , O
LA,14301,HH,M,2001-07-28T07:00:00+07:00,7,m     , O
LA,14301,HH,M,2001-07-29T07:00:00+07:00,7.14,m     , O
LA,14301,HH,M,2001-07-30T07:00:00+07:00,7.2,m     , O
LA,14301,HH,M,2001-07-31T07:00:00+07:00,7.11,m     , O
LA,14301,HH,M,2001-08-01T07:00:00+07:00,6.97,m     , O
LA,14301,HH,M,2001-08-02T07:00:00+07:00,6.87,m     , O
LA,14301,HH,M,2001-08-03T07:00:00+07:00,6.84,m     , O
LA,14301,HH,M,2001-08-04T07:00:00+07:00,6.97,m     , O
LA,14301,HH,M,2001-08-05T07:00:00+07:00,6.75,m     , O
LA,14301,HH,M,2001-08-06T07:00:00+07:00,6.8,m     , O
LA,14301,HH,M,2001-08-07T07:00:00+07:00,6.88,m     , O
LA,14301,HH,M,2001-08-08T07:00:00+07:00,6.97,m     , O
LA,14301,HH,M,2001-08-09T07:00:00+07:00,7.21,m     , O
LA,14301,HH,M,2001-08-10T07:00:00+07:00,7.81,m     , O
LA,14301,HH,M,2001-08-11T07:00:00+07:00,7.54,m     , O
LA,14301,HH,M,2001-08-12T07:00:00+07:00,8.34,m     , O
LA,14301,HH,M,2001-08-13T07:00:00+07:00,8.43,m     , O
LA,14301,HH,M,2001-08-14T07:00:00+07:00,8.54,m     , O
LA,14301,HH,M,2001-08-15T07:00:00+07:00,8.58,m     , O
LA,14301,HH,M,2001-08-16T07:00:00+07:00,8.63,m     , O
LA,14301,HH,M,2001-08-17T07:00:00+07:00,8.86,m     , O
LA,14301,HH,M,2001-08-18T07:00:00+07:00,9.08,m     , O
LA,14301,HH,M,2001-08-19T07:00:00+07:00,9.17,m     , O
LA,14301,HH,M,2001-08-20T07:00:00+07:00,9.11,m     , O
LA,14301,HH,M,2001-08-21T07:00:00+07:00,9.07,m     , O
LA,14301,HH,M,2001-08-22T07:00:00+07:00,8.84,m     , O
LA,14301,HH,M,2001-08-23T07:00:00+07:00,8.58,m     , O
LA,14301,HH,M,2001-08-24T07:00:00+07:00,8.41,m     , O
LA,14301,HH,M,2001-08-25T07:00:00+07:00,8.12,m     , O
LA,14301,HH,M,2001-08-26T07:00:00+07:00,7.99,m     , O
LA,14301,HH,M,2001-08-27T07:00:00+07:00,8.15,m     , O
LA,14301,HH,M,2001-08-28T07:00:00+07:00,8.29,m     , O
LA,14301,HH,M,2001-08-29T07:00:00+07:00,8.38,m     , O
LA,14301,HH,M,2001-08-30T07:00:00+07:00,8.38,m     , O
LA,14301,HH,M,2001-08-31T07:00:00+07:00,8.19,m     , O
LA,14301,HH,M,2001-09-01T07:00:00+07:00,7.9,m     , O
LA,14301,HH,M,2001-09-02T07:00:00+07:00,7.22,m     , O
LA,14301,HH,M,2001-09-03T07:00:00+07:00,7.47,m     , O
LA,14301,HH,M,2001-09-04T07:00:00+07:00,7.56,m     , O
LA,14301,HH,M,2001-09-05T07:00:00+07:00,7.74,m     , O
LA,14301,HH,M,2001-09-06T07:00:00+07:00,7.81,m     , O
LA,14301,HH,M,2001-09-07T07:00:00+07:00,7.81,m     , O
LA,14301,HH,M,2001-09-08T07:00:00+07:00,7.81,m     , O
LA,14301,HH,M,2001-09-09T07:00:00+07:00,8.02,m     , O
LA,14301,HH,M,2001-09-10T07:00:00+07:00,8.48,m     , O
LA,14301,HH,M,2001-09-11T07:00:00+07:00,8.82,m     , O
LA,14301,HH,M,2001-09-12T07:00:00+07:00,8.98,m     , O
LA,14301,HH,M,2001-09-13T07:00:00+07:00,8.98,m     , O
LA,14301,HH,M,2001-09-14T07:00:00+07:00,8.86,m     , O
LA,14301,HH,M,2001-09-15T07:00:00+07:00,8.71,m     , O
LA,14301,HH,M,2001-09-16T07:00:00+07:00,8.56,m     , O
LA,14301,HH,M,2001-09-17T07:00:00+07:00,8.43,m     , O
LA,14301,HH,M,2001-09-18T07:00:00+07:00,8.34,m     , O
LA,14301,HH,M,2001-09-19T07:00:00+07:00,8.15,m     , O
LA,14301,HH,M,2001-09-20T07:00:00+07:00,7.91,m     , O
LA,14301,HH,M,2001-09-21T07:00:00+07:00,7.72,m     , O
LA,14301,HH,M,2001-09-22T07:00:00+07:00,7.63,m     , O
LA,14301,HH,M,2001-09-23T07:00:00+07:00,7.48,m     , O
LA,14301,HH,M,2001-09-24T07:00:00+07:00,7.18,m     , O
LA,14301,HH,M,2001-09-25T07:00:00+07:00,7.04,m     , O
LA,14301,HH,M,2001-09-26T07:00:00+07:00,6.85,m     , O
LA,14301,HH,M,2001-09-27T07:00:00+07:00,6.67,m     , O
LA,14301,HH,M,2001-09-28T07:00:00+07:00,6.54,m     , O
LA,14301,HH,M,2001-09-29T07:00:00+07:00,6.43,m     , O
LA,14301,HH,M,2001-09-30T07:00:00+07:00,6.33,m     , O
LA,14301,HH,M,2001-10-01T07:00:00+07:00,6.22,m     , O
LA,14301,HH,M,2001-10-02T07:00:00+07:00,6.07,m     , O
LA,14301,HH,M,2001-10-03T07:00:00+07:00,5.9,m     , O
LA,14301,HH,M,2001-10-04T07:00:00+07:00,5.86,m     , O
LA,14301,HH,M,2001-10-05T07:00:00+07:00,5.67,m     , O
LA,14301,HH,M,2001-10-06T07:00:00+07:00,5.55,m     , O
LA,14301,HH,M,2001-10-07T07:00:00+07:00,5.46,m     , O
LA,14301,HH,M,2001-10-08T07:00:00+07:00,5.41,m     , O
LA,14301,HH,M,2001-10-09T07:00:00+07:00,5.54,m     , O
LA,14301,HH,M,2001-10-10T07:00:00+07:00,5.38,m     , O
LA,14301,HH,M,2001-10-11T07:00:00+07:00,5.27,m     , O
LA,14301,HH,M,2001-10-12T07:00:00+07:00,5.21,m     , O
LA,14301,HH,M,2001-10-13T07:00:00+07:00,5.16,m     , O
LA,14301,HH,M,2001-10-14T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2001-10-15T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2001-10-16T07:00:00+07:00,5.04,m     , O
LA,14301,HH,M,2001-10-17T07:00:00+07:00,4.93,m     , O
LA,14301,HH,M,2001-10-18T07:00:00+07:00,4.81,m     , O
LA,14301,HH,M,2001-10-19T07:00:00+07:00,4.65,m     , O
LA,14301,HH,M,2001-10-20T07:00:00+07:00,4.47,m     , O
LA,14301,HH,M,2001-10-21T07:00:00+07:00,4.33,m     , O
LA,14301,HH,M,2001-10-22T07:00:00+07:00,4.18,m     , O
LA,14301,HH,M,2001-10-23T07:00:00+07:00,4.09,m     , O
LA,14301,HH,M,2001-10-24T07:00:00+07:00,4.99,m     , O
LA,14301,HH,M,2001-10-25T07:00:00+07:00,4.455,m     , E
LA,14301,HH,M,2001-10-26T07:00:00+07:00,3.97,m     , O
LA,14301,HH,M,2001-10-27T07:00:00+07:00,4.15,m     , O
LA,14301,HH,M,2001-10-28T07:00:00+07:00,4.26,m     , O
LA,14301,HH,M,2001-10-29T07:00:00+07:00,4.26,m     , O
LA,14301,HH,M,2001-10-30T07:00:00+07:00,4.17,m     , O
LA,14301,HH,M,2001-10-31T07:00:00+07:00,4.09,m     , O
LA,14301,HH,M,2001-11-01T07:00:00+07:00,4.05,m     , O
LA,14301,HH,M,2001-11-02T07:00:00+07:00,4.02,m     , O
LA,14301,HH,M,2001-11-03T07:00:00+07:00,4.03,m     , O
LA,14301,HH,M,2001-11-04T07:00:00+07:00,4.14,m     , O
LA,14301,HH,M,2001-11-05T07:00:00+07:00,4.4,m     , O
LA,14301,HH,M,2001-11-06T07:00:00+07:00,4.68,m     , O
LA,14301,HH,M,2001-11-07T07:00:00+07:00,4.76,m     , O
LA,14301,HH,M,2001-11-08T07:00:00+07:00,4.71,m     , O
LA,14301,HH,M,2001-11-09T07:00:00+07:00,4.58,m     , O
LA,14301,HH,M,2001-11-10T07:00:00+07:00,4.49,m     , O
LA,14301,HH,M,2001-11-11T07:00:00+07:00,4.42,m     , O
LA,14301,HH,M,2001-11-12T07:00:00+07:00,4.31,m     , O
LA,14301,HH,M,2001-11-13T07:00:00+07:00,4.35,m     , O
LA,14301,HH,M,2001-11-14T07:00:00+07:00,4.2,m     , O
LA,14301,HH,M,2001-11-15T07:00:00+07:00,4.04,m     , O
LA,14301,HH,M,2001-11-16T07:00:00+07:00,3.84,m     , O
LA,14301,HH,M,2001-11-17T07:00:00+07:00,3.7,m     , O
LA,14301,HH,M,2001-11-18T07:00:00+07:00,3.61,m     , O
LA,14301,HH,M,2001-11-19T07:00:00+07:00,3.56,m     , O
LA,14301,HH,M,2001-11-20T07:00:00+07:00,3.49,m     , O
LA,14301,HH,M,2001-11-21T07:00:00+07:00,3.43,m     , O
LA,14301,HH,M,2001-11-22T07:00:00+07:00,3.37,m     , O
LA,14301,HH,M,2001-11-23T07:00:00+07:00,3.31,m     , O
LA,14301,HH,M,2001-11-24T07:00:00+07:00,3.25,m     , O
LA,14301,HH,M,2001-11-25T07:00:00+07:00,3.2,m     , O
LA,14301,HH,M,2001-11-26T07:00:00+07:00,3.16,m     , O
LA,14301,HH,M,2001-11-27T07:00:00+07:00,3.09,m     , O
LA,14301,HH,M,2001-11-28T07:00:00+07:00,3.01,m     , O
LA,14301,HH,M,2001-11-29T07:00:00+07:00,2.93,m     , O
LA,14301,HH,M,2001-11-30T07:00:00+07:00,2.86,m     , O
LA,14301,HH,M,2001-12-01T07:00:00+07:00,2.79,m     , O
LA,14301,HH,M,2001-12-02T07:00:00+07:00,2.72,m     , O
LA,14301,HH,M,2001-12-03T07:00:00+07:00,2.69,m     , O
LA,14301,HH,M,2001-12-04T07:00:00+07:00,2.63,m     , O
LA,14301,HH,M,2001-12-05T07:00:00+07:00,2.55,m     , O
LA,14301,HH,M,2001-12-06T07:00:00+07:00,2.42,m     , O
LA,14301,HH,M,2001-12-07T07:00:00+07:00,2.29,m     , O
LA,14301,HH,M,2001-12-08T07:00:00+07:00,2.23,m     , O
LA,14301,HH,M,2001-12-09T07:00:00+07:00,2.2,m     , O
LA,14301,HH,M,2001-12-10T07:00:00+07:00,2.19,m     , O
LA,14301,HH,M,2001-12-11T07:00:00+07:00,2.12,m     , O
LA,14301,HH,M,2001-12-12T07:00:00+07:00,2.12,m     , O
LA,14301,HH,M,2001-12-13T07:00:00+07:00,2.12,m     , O
LA,14301,HH,M,2001-12-14T07:00:00+07:00,2.1,m     , O
LA,14301,HH,M,2001-12-15T07:00:00+07:00,2.09,m     , O
LA,14301,HH,M,2001-12-16T07:00:00+07:00,2.04,m     , O
LA,14301,HH,M,2001-12-17T07:00:00+07:00,1.95,m     , O
LA,14301,HH,M,2001-12-18T07:00:00+07:00,1.85,m     , O
LA,14301,HH,M,2001-12-19T07:00:00+07:00,1.8,m     , O
LA,14301,HH,M,2001-12-20T07:00:00+07:00,1.78,m     , O
LA,14301,HH,M,2001-12-21T07:00:00+07:00,1.77,m     , O
LA,14301,HH,M,2001-12-22T07:00:00+07:00,1.76,m     , O
LA,14301,HH,M,2001-12-23T07:00:00+07:00,1.78,m     , O
LA,14301,HH,M,2001-12-24T07:00:00+07:00,1.77,m     , O
LA,14301,HH,M,2001-12-25T07:00:00+07:00,1.76,m     , O
LA,14301,HH,M,2001-12-26T07:00:00+07:00,1.75,m     , O
LA,14301,HH,M,2001-12-27T07:00:00+07:00,1.73,m     , O
LA,14301,HH,M,2001-12-28T07:00:00+07:00,1.72,m     , O
LA,14301,HH,M,2001-12-29T07:00:00+07:00,1.7,m     , O
LA,14301,HH,M,2001-12-30T07:00:00+07:00,1.69,m     , O
LA,14301,HH,M,2001-12-31T07:00:00+07:00,1.63,m     , O
LA,14301,HH,M,2002-01-01T07:00:00+07:00,1.62,m     , O
LA,14301,HH,M,2002-01-02T07:00:00+07:00,1.6,m     , O
LA,14301,HH,M,2002-01-03T07:00:00+07:00,1.6,m     , O
LA,14301,HH,M,2002-01-04T07:00:00+07:00,1.6,m     , O
LA,14301,HH,M,2002-01-05T07:00:00+07:00,1.57,m     , O
LA,14301,HH,M,2002-01-06T07:00:00+07:00,1.56,m     , O
LA,14301,HH,M,2002-01-07T07:00:00+07:00,1.56,m     , O
LA,14301,HH,M,2002-01-08T07:00:00+07:00,1.51,m     , O
LA,14301,HH,M,2002-01-09T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2002-01-10T07:00:00+07:00,1.4,m     , O
LA,14301,HH,M,2002-01-11T07:00:00+07:00,1.4,m     , O
LA,14301,HH,M,2002-01-12T07:00:00+07:00,1.39,m     , O
LA,14301,HH,M,2002-01-13T07:00:00+07:00,1.43,m     , O
LA,14301,HH,M,2002-01-14T07:00:00+07:00,1.47,m     , O
LA,14301,HH,M,2002-01-15T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2002-01-16T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2002-01-17T07:00:00+07:00,1.41,m     , O
LA,14301,HH,M,2002-01-18T07:00:00+07:00,1.35,m     , O
LA,14301,HH,M,2002-01-19T07:00:00+07:00,1.32,m     , O
LA,14301,HH,M,2002-01-20T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2002-01-21T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2002-01-22T07:00:00+07:00,1.27,m     , O
LA,14301,HH,M,2002-01-23T07:00:00+07:00,1.24,m     , O
