VN,450701,HH,M,2000-01-01T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2001-01-12T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-01-13T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-01-14T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-01-15T07:00:00+07:00,26.35,m     , O
VN,450701,HH,M,2001-01-16T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2001-01-17T07:00:00+07:00,26.305,m     , E
VN,450701,HH,M,2001-01-18T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2001-01-19T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2001-01-20T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-01-21T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-01-22T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2001-01-23T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2001-01-24T07:00:00+07:00,26.24,m     , O
VN,450701,HH,M,2001-01-25T07:00:00+07:00,26.23,m     , O
VN,450701,HH,M,2001-01-26T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-01-27T07:00:00+07:00,26.24,m     , O
VN,450701,HH,M,2001-01-28T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-01-29T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2001-01-30T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2001-01-31T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2001-02-01T07:00:00+07:00,26.15,m     , O
VN,450701,HH,M,2001-02-02T07:00:00+07:00,26.14,m     , O
VN,450701,HH,M,2001-02-03T07:00:00+07:00,26.13,m     , O
VN,450701,HH,M,2001-02-04T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2001-02-05T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2001-02-06T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2001-02-07T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2001-02-08T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2001-02-09T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2001-02-10T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2001-02-11T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2001-02-12T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2001-02-13T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2001-02-14T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2001-02-15T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2001-02-16T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2001-02-17T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2001-02-18T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2001-02-19T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-02-20T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-02-21T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2001-02-22T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-02-23T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-02-24T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-02-25T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2001-02-26T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-02-27T07:00:00+07:00,25.95,m     , O
VN,450701,HH,M,2001-02-28T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2001-03-01T07:00:00+07:00,25.93,m     , O
VN,450701,HH,M,2001-03-02T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-03T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-04T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-05T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-06T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2001-03-07T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2001-03-08T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-09T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-10T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-03-11T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-03-12T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2001-03-13T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2001-03-14T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-03-15T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2001-03-16T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-03-17T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-18T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-03-19T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2001-03-20T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-03-21T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2001-03-22T07:00:00+07:00,26.03,m     , O
VN,450701,HH,M,2001-03-23T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-03-24T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-03-25T07:00:00+07:00,26.13,m     , O
VN,450701,HH,M,2001-03-26T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2001-03-27T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2001-03-28T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2001-03-29T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-03-30T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-03-31T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2001-04-01T07:00:00+07:00,26.03,m     , O
VN,450701,HH,M,2001-04-02T07:00:00+07:00,26.14,m     , O
VN,450701,HH,M,2001-04-03T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2001-04-04T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2001-04-05T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2001-04-06T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-04-07T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2001-04-08T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-04-09T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2001-04-10T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-04-11T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2001-04-12T07:00:00+07:00,25.87,m     , O
VN,450701,HH,M,2001-04-13T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-04-14T07:00:00+07:00,25.85,m     , O
VN,450701,HH,M,2001-04-15T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2001-04-16T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2001-04-17T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2001-04-18T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2001-04-19T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-04-20T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-04-21T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2001-04-22T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-04-23T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2001-04-24T07:00:00+07:00,25.85,m     , O
VN,450701,HH,M,2001-04-25T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-04-26T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2001-04-27T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-04-28T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2001-04-29T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-04-30T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-05-01T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2001-05-02T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-05-03T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-05-04T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-05-05T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-05-06T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2001-05-07T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2001-05-08T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2001-05-09T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2001-05-10T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2001-05-11T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2001-05-12T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-05-13T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2001-05-14T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2001-05-15T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2001-05-16T07:00:00+07:00,26.43,m     , O
VN,450701,HH,M,2001-05-17T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2001-05-18T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-05-19T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2001-05-20T07:00:00+07:00,25.85,m     , O
VN,450701,HH,M,2001-05-21T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2001-05-22T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-05-23T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-05-24T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2001-05-25T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2001-05-26T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2001-05-27T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2001-05-28T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2001-05-29T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2001-05-30T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2001-05-31T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2001-06-01T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2001-06-02T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2001-06-03T07:00:00+07:00,25.87,m     , O
VN,450701,HH,M,2001-06-04T07:00:00+07:00,25.95,m     , O
VN,450701,HH,M,2001-06-05T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-06-06T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2001-06-07T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-06-08T07:00:00+07:00,25.95,m     , O
VN,450701,HH,M,2001-06-09T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-06-10T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2001-06-11T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2001-06-12T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2001-06-13T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-06-14T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2001-06-15T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-06-16T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2001-06-17T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-06-18T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2001-06-19T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2001-06-20T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-06-21T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2001-06-22T07:00:00+07:00,27.14,m     , O
VN,450701,HH,M,2001-06-23T07:00:00+07:00,27.19,m     , O
VN,450701,HH,M,2001-06-24T07:00:00+07:00,27.18,m     , O
VN,450701,HH,M,2001-06-25T07:00:00+07:00,26.86,m     , O
VN,450701,HH,M,2001-06-26T07:00:00+07:00,26.64,m     , O
VN,450701,HH,M,2001-06-27T07:00:00+07:00,26.46,m     , O
VN,450701,HH,M,2001-06-28T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2001-06-29T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-06-30T07:00:00+07:00,26.41,m     , O
VN,450701,HH,M,2001-07-01T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2001-07-02T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2001-07-03T07:00:00+07:00,26.89,m     , O
VN,450701,HH,M,2001-07-04T07:00:00+07:00,26.93,m     , O
VN,450701,HH,M,2001-07-05T07:00:00+07:00,26.79,m     , O
VN,450701,HH,M,2001-07-06T07:00:00+07:00,26.88,m     , O
VN,450701,HH,M,2001-07-07T07:00:00+07:00,26.78,m     , O
VN,450701,HH,M,2001-07-08T07:00:00+07:00,26.86,m     , O
VN,450701,HH,M,2001-07-09T07:00:00+07:00,26.74,m     , O
VN,450701,HH,M,2001-07-10T07:00:00+07:00,26.65,m     , O
VN,450701,HH,M,2001-07-11T07:00:00+07:00,26.59,m     , O
VN,450701,HH,M,2001-07-12T07:00:00+07:00,26.51,m     , O
VN,450701,HH,M,2001-07-13T07:00:00+07:00,26.48,m     , O
VN,450701,HH,M,2001-07-14T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2001-07-15T07:00:00+07:00,26.24,m     , O
VN,450701,HH,M,2001-07-16T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2001-07-17T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2001-07-18T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2001-07-19T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2001-07-20T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2001-07-21T07:00:00+07:00,26.41,m     , O
VN,450701,HH,M,2001-07-22T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2001-07-23T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2001-07-24T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2001-07-25T07:00:00+07:00,26.24,m     , O
VN,450701,HH,M,2001-07-26T07:00:00+07:00,26.21,m     , O
VN,450701,HH,M,2001-07-27T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2001-07-28T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2001-07-29T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2001-07-30T07:00:00+07:00,26.64,m     , O
VN,450701,HH,M,2001-07-31T07:00:00+07:00,26.28,m     , O
VN,450701,HH,M,2001-08-01T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2001-08-02T07:00:00+07:00,26.11,m     , O
VN,450701,HH,M,2001-08-03T07:00:00+07:00,26.25,m     , O
VN,450701,HH,M,2001-08-04T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2001-08-05T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2001-08-06T07:00:00+07:00,26.92,m     , O
VN,450701,HH,M,2001-08-07T07:00:00+07:00,26.68,m     , O
VN,450701,HH,M,2001-08-08T07:00:00+07:00,26.51,m     , O
VN,450701,HH,M,2001-08-09T07:00:00+07:00,26.4,m     , O
VN,450701,HH,M,2001-08-10T07:00:00+07:00,26.81,m     , O
VN,450701,HH,M,2001-08-11T07:00:00+07:00,27.01,m     , O
VN,450701,HH,M,2001-08-12T07:00:00+07:00,26.86,m     , O
VN,450701,HH,M,2001-08-13T07:00:00+07:00,26.69,m     , O
VN,450701,HH,M,2001-08-14T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2001-08-15T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2001-08-16T07:00:00+07:00,27.56,m     , O
VN,450701,HH,M,2001-08-17T07:00:00+07:00,27.88,m     , O
VN,450701,HH,M,2001-08-18T07:00:00+07:00,28.69,m     , O
VN,450701,HH,M,2001-08-19T07:00:00+07:00,29.31,m     , O
VN,450701,HH,M,2001-08-20T07:00:00+07:00,30.4,m     , O
VN,450701,HH,M,2001-08-21T07:00:00+07:00,29.53,m     , O
VN,450701,HH,M,2001-08-22T07:00:00+07:00,28.84,m     , O
VN,450701,HH,M,2001-08-23T07:00:00+07:00,29.03,m     , O
VN,450701,HH,M,2001-08-24T07:00:00+07:00,28.43,m     , O
VN,450701,HH,M,2001-08-25T07:00:00+07:00,28.28,m     , O
VN,450701,HH,M,2001-08-26T07:00:00+07:00,29.1,m     , O
VN,450701,HH,M,2001-08-27T07:00:00+07:00,29.29,m     , O
VN,450701,HH,M,2001-08-28T07:00:00+07:00,28.8,m     , O
VN,450701,HH,M,2001-08-29T07:00:00+07:00,28.55,m     , O
VN,450701,HH,M,2001-08-30T07:00:00+07:00,28.45,m     , O
VN,450701,HH,M,2001-08-31T07:00:00+07:00,28.21,m     , O
VN,450701,HH,M,2001-09-01T07:00:00+07:00,27.95,m     , O
VN,450701,HH,M,2001-09-02T07:00:00+07:00,27.75,m     , O
VN,450701,HH,M,2001-09-03T07:00:00+07:00,27.62,m     , O
VN,450701,HH,M,2001-09-04T07:00:00+07:00,27.61,m     , O
VN,450701,HH,M,2001-09-05T07:00:00+07:00,27.42,m     , O
VN,450701,HH,M,2001-09-06T07:00:00+07:00,27.36,m     , O
VN,450701,HH,M,2001-09-07T07:00:00+07:00,27.22,m     , O
VN,450701,HH,M,2001-09-08T07:00:00+07:00,27.16,m     , O
VN,450701,HH,M,2001-09-09T07:00:00+07:00,27.16,m     , O
VN,450701,HH,M,2001-09-10T07:00:00+07:00,27.08,m     , O
VN,450701,HH,M,2001-09-11T07:00:00+07:00,27.01,m     , O
VN,450701,HH,M,2001-09-12T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2001-09-13T07:00:00+07:00,26.9,m     , O
VN,450701,HH,M,2001-09-14T07:00:00+07:00,26.9,m     , O
VN,450701,HH,M,2001-09-15T07:00:00+07:00,26.84,m     , O
VN,450701,HH,M,2001-09-16T07:00:00+07:00,27.07,m     , O
VN,450701,HH,M,2001-09-17T07:00:00+07:00,27.21,m     , O
VN,450701,HH,M,2001-09-18T07:00:00+07:00,26.99,m     , O
VN,450701,HH,M,2001-09-19T07:00:00+07:00,26.87,m     , O
VN,450701,HH,M,2001-09-20T07:00:00+07:00,26.88,m     , O
VN,450701,HH,M,2001-09-21T07:00:00+07:00,26.8,m     , O
VN,450701,HH,M,2001-09-22T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2001-09-23T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2001-09-24T07:00:00+07:00,26.84,m     , O
VN,450701,HH,M,2001-09-25T07:00:00+07:00,27.13,m     , O
VN,450701,HH,M,2001-09-26T07:00:00+07:00,27.01,m     , O
VN,450701,HH,M,2001-09-27T07:00:00+07:00,26.92,m     , O
VN,450701,HH,M,2001-09-28T07:00:00+07:00,27.22,m     , O
VN,450701,HH,M,2001-09-29T07:00:00+07:00,27.14,m     , O
VN,450701,HH,M,2001-09-30T07:00:00+07:00,27.01,m     , O
VN,450701,HH,M,2001-10-01T07:00:00+07:00,26.88,m     , O
VN,450701,HH,M,2001-10-02T07:00:00+07:00,27.06,m     , O
VN,450701,HH,M,2001-10-03T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2001-10-04T07:00:00+07:00,27.02,m     , O
VN,450701,HH,M,2001-10-05T07:00:00+07:00,26.89,m     , O
VN,450701,HH,M,2001-10-06T07:00:00+07:00,26.91,m     , O
VN,450701,HH,M,2001-10-07T07:00:00+07:00,26.88,m     , O
VN,450701,HH,M,2001-10-08T07:00:00+07:00,26.86,m     , O
VN,450701,HH,M,2001-10-09T07:00:00+07:00,26.92,m     , O
VN,450701,HH,M,2001-10-10T07:00:00+07:00,26.79,m     , O
VN,450701,HH,M,2001-10-11T07:00:00+07:00,26.77,m     , O
VN,450701,HH,M,2001-10-12T07:00:00+07:00,26.87,m     , O
VN,450701,HH,M,2001-10-13T07:00:00+07:00,26.83,m     , O
VN,450701,HH,M,2001-10-14T07:00:00+07:00,26.73,m     , O
VN,450701,HH,M,2001-10-15T07:00:00+07:00,26.65,m     , O
VN,450701,HH,M,2001-10-16T07:00:00+07:00,26.61,m     , O
VN,450701,HH,M,2001-10-17T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2001-10-18T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2001-10-19T07:00:00+07:00,26.61,m     , O
VN,450701,HH,M,2001-10-20T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2001-10-21T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2001-10-22T07:00:00+07:00,27.45,m     , O
VN,450701,HH,M,2001-10-23T07:00:00+07:00,27.06,m     , O
VN,450701,HH,M,2001-10-24T07:00:00+07:00,26.85,m     , O
VN,450701,HH,M,2001-10-25T07:00:00+07:00,26.77,m     , O
VN,450701,HH,M,2001-10-26T07:00:00+07:00,26.66,m     , O
VN,450701,HH,M,2001-10-27T07:00:00+07:00,26.56,m     , O
VN,450701,HH,M,2001-10-28T07:00:00+07:00,26.56,m     , O
VN,450701,HH,M,2001-10-29T07:00:00+07:00,26.52,m     , O
VN,450701,HH,M,2001-10-30T07:00:00+07:00,26.44,m     , O
VN,450701,HH,M,2001-10-31T07:00:00+07:00,26.43,m     , O
VN,450701,HH,M,2001-11-01T07:00:00+07:00,26.42,m     , O
VN,450701,HH,M,2001-11-02T07:00:00+07:00,26.44,m     , O
VN,450701,HH,M,2001-11-03T07:00:00+07:00,26.4,m     , O
VN,450701,HH,M,2001-11-04T07:00:00+07:00,26.45,m     , O
VN,450701,HH,M,2001-11-05T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2001-11-06T07:00:00+07:00,26.31,m     , O
VN,450701,HH,M,2001-11-07T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2001-11-08T07:00:00+07:00,26.28,m     , O
VN,450701,HH,M,2001-11-09T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2001-11-10T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-11-11T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-11-12T07:00:00+07:00,27.86,m     , O
VN,450701,HH,M,2001-11-13T07:00:00+07:00,28.19,m     , O
VN,450701,HH,M,2001-11-14T07:00:00+07:00,27.625,m     , E
VN,450701,HH,M,2001-11-15T07:00:00+07:00,26.8,m     , O
VN,450701,HH,M,2001-11-16T07:00:00+07:00,26.66,m     , O
VN,450701,HH,M,2001-11-17T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2001-11-18T07:00:00+07:00,26.51,m     , O
VN,450701,HH,M,2001-11-19T07:00:00+07:00,26.46,m     , O
VN,450701,HH,M,2001-11-20T07:00:00+07:00,26.4,m     , O
VN,450701,HH,M,2001-11-21T07:00:00+07:00,26.38,m     , O
VN,450701,HH,M,2001-11-22T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2001-11-23T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2001-11-24T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2001-11-25T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2001-11-26T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2001-11-27T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2001-11-28T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2001-11-29T07:00:00+07:00,26.17,m     , O
VN,450701,HH,M,2001-11-30T07:00:00+07:00,26.15,m     , O
VN,450701,HH,M,2001-12-01T07:00:00+07:00,26.14,m     , O
VN,450701,HH,M,2001-12-02T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2001-12-03T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2001-12-04T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2001-12-05T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2001-12-06T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2001-12-07T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2001-12-08T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-12-09T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2001-12-10T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2001-12-11T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2001-12-12T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-12-13T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2001-12-14T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2001-12-15T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2001-12-16T07:00:00+07:00,26.41,m     , O
VN,450701,HH,M,2001-12-17T07:00:00+07:00,26.56,m     , O
VN,450701,HH,M,2001-12-18T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2001-12-19T07:00:00+07:00,26.15,m     , O
VN,450701,HH,M,2001-12-20T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2001-12-21T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2001-12-22T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2001-12-23T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2001-12-24T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2001-12-25T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2001-12-26T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2001-12-27T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2001-12-28T07:00:00+07:00,25.85,m     , O
VN,450701,HH,M,2001-12-29T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2001-12-30T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2001-12-31T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2002-01-01T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2002-01-02T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2002-01-03T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2002-01-04T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-01-05T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-01-06T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-07T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-08T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2002-01-09T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2002-01-10T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2002-01-11T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2002-01-12T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-01-13T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-01-14T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-01-15T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-01-16T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-01-17T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2002-01-18T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-19T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-20T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-21T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-01-22T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2002-01-23T07:00:00+07:00,25.83,m     , O
